S.No,Course Number,Prof,Dept,Students,Year,Sem
3485,IME605A,FAIZ HAMID,IME,29,2016-17,1
2238,IME605A,FAIZ HAMID,IME,23,2017-18,1
1621,IME605A,AVIJIT  KHANRA,IME,42,2018-19,1
401,IME605A,AVIJIT KHANRA,IME,37,2019-20,1
4084,IME611A,KRIPA SHANKAR,IME,38,2016-17,2
4085,IME624A,DEEPU PHILIP,IME,40,2016-17,2
2876,IME624A,DEEPU  PHILIP,IME,33,2017-18,2
1029,IME624A,DEEPU PHILIP,IME,24,2018-19,2
4086,IME625A,AVIJIT KHANRA,IME,35,2016-17,2
2877,IME625A,AVIJIT KHANRA,IME,29,2017-18,2
1030,IME625A,AVIJIT KHANRA,IME,31,2018-19,2
4087,IME634A,R N SENGUPTA,IME,32,2016-17,2
2878,IME634A,RAGHU NANDAN SENGUPTA,IME,13,2017-18,2
1031,IME634A,RAGHU NANDAN SENGUPTA,IME,40,2018-19,2
3486,IME636A,SRI VANAMALLA V,IME,49,2016-17,1
2239,IME636A,S VANAMALLA V,IME,37,2017-18,1
1622,IME636A,SRI VANAMALLA  V,IME,22,2018-19,1
402,IME636A,SRI VANAMALLA V,IME,27,2019-20,1
4088,IME637A,SRI VANAMALA V,IME,15,2016-17,2
2879,IME637A,SRI VANAMALLA V,IME,21,2017-18,2
1032,IME637A,SRI VANAMALLA V,IME,8,2018-19,2
3487,IME639A,FAIZ HAMID,IME,17,2016-17,1
2240,IME639A,FAIZ HAMID,IME,15,2017-18,1
1033,IME639A,FAIZ HAMID,IME,16,2018-19,2
3488,IME641A,KRIPA SHANKER,IME,28,2016-17,1
2241,IME641A,AVIJIT KHANRA,IME,23,2017-18,1
1623,IME641A,AVIJIT  KHANRA,IME,12,2018-19,1
403,IME641A,AVIJIT KHANRA,IME,13,2019-20,1
4089,IME642A,DEEPU PHILIP,IME,18,2016-17,2
2880,IME642A,VIPIN B,IME,23,2017-18,2
1034,IME642A,VIPIN B,IME,39,2018-19,2
2881,IME671,SUBHAS CHANDRA  MISRA,IME,1,2017-18,2
4090,IME671A,SUBHAS C MISRA,IME,35,2016-17,2
2882,IME671A,SUBHAS CHANDRA  MISRA,IME,33,2017-18,2
1624,IME671A,SUBHAS CHANDRA  MISRA,IME,19,2018-19,1
404,IME671A,SUBHAS CHANDRA MISRA,IME,24,2019-20,1
4091,IME672A,FAIZ HAMID,IME,33,2016-17,2
2883,IME672A,FAIZ HAMID,IME,38,2017-18,2
1625,IME672A,FAIZ  HAMID,IME,58,2018-19,1
405,IME672A,FAIZ HAMID,IME,62,2019-20,1
3489,IME692A,SHANKAR PRAWESH,IME,33,2016-17,1
2242,IME692A,SHANKAR PRAWESH,IME,28,2017-18,1
1626,IME692A,SHANKAR  PRAWESH,IME,27,2018-19,1
406,IME692A,SHANKAR PRAWESH,IME,45,2019-20,1
2243,IME697,CONVENER DPGC,IME,,2017-18,1
407,IME697,RAHUL VARMAN,IME,0,2019-20,1
4092,IME698,CONVENER DPGC,IME,25,2016-17,2
3490,IME698,CONVENER DPGC,IME,56,2016-17,1
2244,IME698,CONVENER DPGC,IME,39,2017-18,1
4093,IME698A,CONVENER DPGC,IME,52,2016-17,2
2884,IME698A,SRI VANAMALLA V,IME,82,2017-18,2
2245,IME698A,CONVENER DPGC,IME,39,2017-18,1
1627,IME698A,SRI VANAMALLA  V,IME,88,2018-19,1
1035,IME698A,RAHUL VARMAN,IME,86,2018-19,2
408,IME698A,RAHUL VARMAN,IME,85,2019-20,1
4094,IME699,CONVENER DPGC,IME,19,2016-17,2
3491,IME699,CONVENER DPGC,IME,20,2016-17,1
2886,IME699,SUBHAS CHANDRA  MISRA,IME,22,2017-18,2
2885,IME699,SRI VANAMALLA V,IME,22,2017-18,2
2246,IME699,CONVENER DPGC,IME,19,2017-18,1
1629,IME699,SUBHAS CHANDRA  MISRA,IME,22,2018-19,1
1628,IME699,SRI VANAMALLA  V,IME,22,2018-19,1
1037,IME699,SRI VANAMALLA V,IME,25,2018-19,2
1036,IME699,RAHUL VARMAN,IME,25,2018-19,2
410,IME699,SRI VANAMALLA V,IME,26,2019-20,1
409,IME699,RAHUL VARMAN,IME,26,2019-20,1
4095,IME700A,VEENA BANSAL,IME,9,2016-17,2
2888,IME700A,ANOOP SINGH,IME,10,2017-18,2
2887,IME700A,AMIT SHUKLA,IME,10,2017-18,2
1038,IME700A,AMIT SHUKLA,IME,9,2018-19,2
2889,IME797A,B V  PHANI,IME,1,2017-18,2
1039,IME797A,RAHUL VARMAN,IME,1,2018-19,2
4096,IME799,CONVENER DPGC,IME,34,2016-17,2
3492,IME799,CONVENER DPGC,IME,35,2016-17,1
2890,IME799,SRI VANAMALLA V,IME,35,2017-18,2
2247,IME799,CONVENER DPGC,IME,40,2017-18,1
1630,IME799,SRI VANAMALLA  V,IME,41,2018-19,1
1040,IME799,RAHUL VARMAN,IME,33,2018-19,2
411,IME799,RAHUL VARMAN,IME,34,2019-20,1
3793,LIF101A,"S MATHESWARAN 
PRADIP SINHA",BSBE,411,2016-17,2
3187,LIF101A,"A BANDYOPADHYAY 
S GANESH",BSBE,444,2016-17,1
2892,LIF101A,PRADIP  SINHA,BSBE,425,2017-18,2
2891,LIF101A,SARAVANAN MATHESHWARAN,BSBE,425,2017-18,2
2249,LIF101A,PRADIP SINHA,BSBE,440,2017-18,1
2248,LIF101A,S MATHESHWARAN,BSBE,440,2017-18,1
1315,LIF101A,PRADIP  SINHA,BSBE,484,2018-19,1
1314,LIF101A,SARAVANAN  MATHESHWARAN,BSBE,484,2018-19,1
700,LIF101A,ASHOK KUMAR,BSBE,435,2018-19,2
699,LIF101A,SARAVANAN MATHESHWARAN,BSBE,435,2018-19,2
70,LIF101A,PRADIP SINHA,BSBE,575,2019-20,1
69,LIF101A,ARUN KUMAR SHUKLA,BSBE,575,2019-20,1
4120,LT799,CONVENER DPGC,LT,2,2016-17,2
3526,LT799,CONVENER DPGC,LT,2,2016-17,1
2893,LT799,RAJSHEKHAR  GANNAVARPU,LT,,2017-18,2
2250,LT799,CONVENER DPGC,LT,2,2017-18,1
1662,LT799,RAJSHEKHAR  GANNAVARPU,LT,0,2018-19,1
1062,LT799,RAJSHEKHAR GANNAVARPU,LT,0,2018-19,2
3493,MBA601A,B V PHANI,IME,48,2016-17,1
2251,MBA601A,B V PHANI,IME,56,2017-18,1
1632,MBA601A,SUMAN   SAURABH,IME,58,2018-19,1
1631,MBA601A,B V  PHANI,IME,58,2018-19,1
3494,MBA606A,DEVLINA CHATTERJEE,IME,62,2016-17,1
2252,MBA606A,DEVLINA CHATTERJEE,IME,78,2017-18,1
1633,MBA606A,DEVLINA  CHATTERJEE,IME,80,2018-19,1
3495,MBA611A,AMIT SHUKLA,IME,44,2016-17,1
2253,MBA611A,RAHUL VARMAN (OE),IME,62,2017-18,1
1634,MBA611A,RAHUL  VARMAN,IME,57,2018-19,1
4097,MBA616A,AMIT SHUKLA,IME,45,2016-17,2
2894,MBA616A,AMIT SHUKLA,IME,40,2017-18,2
1041,MBA616A,AMIT SHUKLA,IME,48,2018-19,2
4098,MBA617A,RAHUL VARMAN,IME,44,2016-17,2
2895,MBA617A,RAHUL VARMAN,IME,50,2017-18,2
1042,MBA617A,RAHUL VARMAN,IME,59,2018-19,2
4099,MBA621A,UDAY S RACHERLA,IME,16,2016-17,2
2254,MBA622A,COURSE DROPPED,IME,,2017-18,1
1043,MBA622A,R R K SHARMA,IME,30,2018-19,2
3496,MBA623A,UDAY S RACHERLA,IME,35,2016-17,1
2255,MBA623A,R R K SHARMA,IME,32,2017-18,1
1635,MBA623A,R R K  SHARMA,IME,20,2018-19,1
4100,MBA626A,UDAY S RACHERLA,IME,72,2016-17,2
3497,MBA631A,S S MISHRA,IME,56,2016-17,1
2256,MBA631A,AMIT SHUKLA,IME,55,2017-18,1
1636,MBA631A,AMIT  SHUKLA,IME,57,2018-19,1
4101,MBA633A,SHANKAR PRAWESH,IME,59,2016-17,2
2896,MBA633A,SHANKAR PRAWESH,IME,72,2017-18,2
1044,MBA633A,SHANKAR PRAWESH,IME,52,2018-19,2
3498,MBA634A,DEVLINA CHATTERJEE,IME,43,2016-17,1
2257,MBA634A,DEVLINA CHATTERJEE,IME,48,2017-18,1
1637,MBA634A,DEVLINA  CHATTERJEE,IME,60,2018-19,1
3499,MBA637A,S S MISHRA,IME,28,2016-17,1
2258,MBA637A,JAYANTA CHATTERJEE,IME,27,2017-18,1
2259,MBA640A,COURSE DROPPED,IME,,2017-18,1
2897,MBA643A,DEEPU  PHILIP,IME,85,2017-18,2
1045,MBA643A,DEEPU PHILIP,IME,27,2018-19,2
4102,MBA645A,SHWETA SINGH,IME,3,2016-17,2
2260,MBA645A,SHWETA SINGH,IME,22,2017-18,1
1638,MBA647A,SUBHAS CHANDRA  MISRA,IME,38,2018-19,1
4103,MBA648A,SHWETA SINGH,IME,2,2016-17,2
3500,MBA651A,S VANAMALLA V,IME,43,2016-17,1
2261,MBA651A,R N SENGUPTA,IME,88,2017-18,1
1639,MBA651A,FAIZ  HAMID,IME,58,2018-19,1
4104,MBA652A,DEVLINA CHATTERJEE,IME,60,2016-17,2
2898,MBA652A,DEVLINA CHATTERJEE,IME,82,2017-18,2
1046,MBA652A,DEVLINA CHATTERJEE,IME,82,2018-19,2
4105,MBA661A,AVIJIT KHANRA,IME,40,2016-17,2
2899,MBA661A,AVIJIT KHANRA,IME,53,2017-18,2
1047,MBA661A,VIPIN B,IME,60,2018-19,2
3501,MBA663A,R N SENGUPTA,IME,3,2016-17,1
3502,MBA664A,R R K SHARMA,IME,49,2016-17,1
2262,MBA664A,R R K SHARMA,IME,55,2017-18,1
1640,MBA664A,VIPIN  B,IME,51,2018-19,1
2900,MBA665A,R R K  SHARMA,IME,31,2017-18,2
1048,MBA665A,R R K SHARMA,IME,17,2018-19,2
4106,MBA666A,R N SENGUPTA,IME,44,2016-17,2
2901,MBA666A,RAGHU NANDAN SENGUPTA,IME,,2017-18,2
1641,MBA666A,RAGHU NANDAN  SENGUPTA,IME,15,2018-19,1
2263,MBA671A,DEEPU PHILIP,IME,42,2017-18,1
1642,MBA671A,DEEPU  PHILIP,IME,36,2018-19,1
4107,MBA676A,R N SENGUPTA,IME,29,2016-17,2
3503,MBA677A,ANOOP SINGH,IME,4,2016-17,1
2264,MBA677A,ANOOP SINGH,IME,23,2017-18,1
1643,MBA677A,ANOOP  SINGH,IME,12,2018-19,1
4108,MBA678A,COURSE DROPPED,IME,1,2016-17,2
4109,MBA683A,ANOOP SINGH,IME,13,2016-17,2
2265,MBA683A,ANOOP SINGH,IME,24,2017-18,1
1644,MBA683A,ANOOP  SINGH,IME,4,2018-19,1
3504,MBA687A,CONVENER DPGC,IME,34,2016-17,1
3505,MBA697A,CONVENER DPGC,IME,1,2016-17,1
2266,MBA697A,CONVENER DPGC,IME,,2017-18,1
3506,MBA698,CONVENER DPGC,IME,16,2016-17,1
4110,MBA698A,CONVENER DPGC,IME,74,2016-17,2
3507,MBA698A,CONVENER DPGC,IME,18,2016-17,1
2902,MBA698A,SRI VANAMALLA V,IME,91,2017-18,2
2267,MBA698A,CONVENER DPGC,IME,92,2017-18,1
1645,MBA698A,SRI VANAMALLA  V,IME,14,2018-19,1
1049,MBA698A,RAHUL VARMAN,IME,106,2018-19,2
4111,MBA699A,CONVENER DUGC,IME,1,2016-17,2
3508,MBA699A,CONVENER DPGC,IME,1,2016-17,1
2268,MBA699A,COURSE DROPPED,IME,,2017-18,1
4112,MBA699B,CONVENER DPGC,IME,34,2016-17,2
2269,MBA701A,CONVENER DPGC,IME,39,2017-18,1
1646,MBA701A,SRI VANAMALLA  V,IME,53,2018-19,1
2903,MBA702A,SRI VANAMALLA V,IME,39,2017-18,2
1050,MBA702A,RAHUL VARMAN,IME,52,2018-19,2
2904,MBA703A,SRI VANAMALLA V,IME,39,2017-18,2
1051,MBA703A,RAHUL VARMAN,IME,51,2018-19,2
2905,MBA704A,SRI VANAMALLA V,IME,39,2017-18,2
1052,MBA704A,RAHUL VARMAN,IME,51,2018-19,2
3509,MBA712A,AMIT SHUKLA,IME,16,2016-17,1
1647,MBA712A,AMIT  SHUKLA,IME,23,2018-19,1
3510,MBA713A,AMIT SHUKLA,IME,14,2016-17,1
1648,MBA713A,AMIT  SHUKLA,IME,18,2018-19,1
4113,MBA715A,RAHUL VARMAN,IME,5,2016-17,2
2906,MBA716A,RAHUL VARMAN,IME,33,2017-18,2
1649,MBA717A,RAHUL  VARMAN,IME,21,2018-19,1
2907,MBA732A,JAYANTA CHATTERJEE,IME,62,2017-18,2
2270,MBA732A,COURSE DROPPED,IME,,2017-18,1
1053,MBA732A,RAGHU NANDAN SENGUPTA,IME,30,2018-19,2
4114,MBA733A,"J CHATTERJEE 
S C MISRA",IME,46,2016-17,2
4115,MBA741A,VEENA BANSAL,IME,20,2016-17,2
2908,MBA742A,SUBHAS CHANDRA  MISRA,IME,21,2017-18,2
3511,MBA744A,S C MISRA,IME,80,2016-17,1
2271,MBA744A,SUBHAS C MISRA (OE),IME,33,2017-18,1
3512,MBA745A,S C MISRA,IME,43,2016-17,1
2272,MBA745A,SUBHAS C MISRA (OE),IME,20,2017-18,1
3513,MBA746A,S C MISRA,IME,42,2016-17,1
1054,MBA746A,SUBHAS CHANDRA MISRA,IME,63,2018-19,2
4116,MBA747A,SUBHAS C MISRA,IME,23,2016-17,2
2909,MBA747A,SUBHAS CHANDRA  MISRA,IME,31,2017-18,2
1055,MBA747A,SUBHAS CHANDRA MISRA,IME,45,2018-19,2
4117,MBA748A,VEENA BANSAL,IME,61,2016-17,2
4118,MBA749A,SHANKAR PRAWESH,IME,21,2016-17,2
3514,MBA765A,R R K SHARMA,IME,46,2016-17,1
3515,MBA766A,R R K SHARMA,IME,31,2016-17,1
2910,MBA771A,B V  PHANI,IME,29,2017-18,2
1056,MBA771A,SUMAN  SAURABH,IME,47,2018-19,2
1650,MBA772A,SUMAN   SAURABH,IME,20,2018-19,1
3516,MBA773A,B V PHANI,IME,11,2016-17,1
2273,MBA773A,V B PHANI,IME,28,2017-18,1
1651,MBA773A,B V  PHANI,IME,31,2018-19,1
1057,MBA773A,B V PHANI,IME,40,2018-19,2
3517,MBA774A,B V PHANI,IME,8,2016-17,1
2274,MBA774A,V B PHANI,IME,19,2017-18,1
1652,MBA774A,B V  PHANI,IME,23,2018-19,1
4119,MBA775A,B V PHANI,IME,24,2016-17,2
2911,MBA775A,B V  PHANI,IME,31,2017-18,2
1058,MBA775A,SUMAN  SAURABH,IME,56,2018-19,2
1059,MBA776A,SUMAN  SAURABH,IME,16,2018-19,2
3518,MBA781A,ANOOP SINGH,IME,17,2016-17,1
1060,MBA781A,ANOOP SINGH,IME,31,2018-19,2
3519,MBA782A,ANOOP SINGH,IME,22,2016-17,1
2912,MBA782A,ANOOP SINGH,IME,22,2017-18,2
1061,MBA782A,ANOOP SINGH,IME,33,2018-19,2
4127,ME222A,B BHATTACHARYA,ME,103,2016-17,2
2913,ME222A,B  BHATTACHARYA,ME,102,2017-18,2
1071,ME222A,CHANDRAPRAKASH CHINDAM,ME,113,2018-19,2
4128,ME231A,A K SAHA,ME,112,2016-17,2
2914,ME231A,ARUN KUMAR  SAHA,ME,110,2017-18,2
1072,ME231A,MALAY KUMAR DAS,ME,120,2018-19,2
3536,ME251A,P VENKITNARAYANAN,ME,103,2016-17,1
2275,ME251A,NACHIKETA TIWARI,ME,104,2017-18,1
1673,ME251A,ANUPAM  SAXENA,ME,130,2018-19,1
3537,ME300,CONVENER DUGC,ME,2,2016-17,1
3538,ME301A,J BHATTACHARYA,ME,115,2016-17,1
2276,ME301A,SANTANU DE,ME,111,2017-18,1
1674,ME301A,SANTANU  DE,ME,15,2018-19,1
3539,ME321,A SAXENA,ME,1,2016-17,1
3540,ME321A,A SAXENA,ME,115,2016-17,1
2277,ME321A,SUMIT BASU,ME,107,2017-18,1
1675,ME321A,ISHAN  SHARMA,ME,14,2018-19,1
1676,ME340A,SAMEER  KHANDEKAR,ME,37,2018-19,1
4129,ME341A,A K AGARWAL,ME,109,2016-17,2
2915,ME341A,SAMEER  KHANDEKAR,ME,120,2017-18,2
1073,ME341A,AVINASH KUMAR AGARWAL,ME,109,2018-19,2
4130,ME351,S S GUPTA,ME,2,2016-17,2
2916,ME351,P  VENKITANARAYANAN,ME,,2017-18,2
4131,ME351A,S S GUPTA,ME,115,2016-17,2
2917,ME351A,P  VENKITANARAYANAN,ME,125,2017-18,2
1074,ME351A,SHAKTI SINGH GUPTA,ME,106,2018-19,2
3541,ME352,S L DAS,ME,1,2016-17,1
3542,ME352A,S L DAS,ME,107,2016-17,1
2278,ME352A,ANINDYA CHATTERJEE,ME,111,2017-18,1
1677,ME352A,BHASKAR  DASGUPTA,ME,12,2018-19,1
4132,ME354,PANKAJ WAHI,ME,1,2016-17,2
4133,ME354A,PANKAJ WAHI,ME,114,2016-17,2
2918,ME354A,SHAKTI SINGH  GUPTA,ME,116,2017-18,2
1075,ME354A,N S VYAS,ME,122,2018-19,2
3543,ME359,S KHANDEKAR,ME,2,2016-17,1
3544,ME359A,S KHANDEKAR,ME,35,2016-17,1
2279,ME359A,P MUNSHI,ME,72,2017-18,1
1678,ME359A,AVINASH  KUMAR AGARWAL,ME,29,2018-19,1
3545,ME361A,ARVIND KUMAR,ME,101,2016-17,1
2281,ME361A,MOHIT LAW,ME,113,2017-18,1
2280,ME361A,ARVIND KUMAR,ME,113,2017-18,1
1679,ME361A,MOHIT SUBHASH  LAW,ME,112,2018-19,1
3546,ME371,CONVENER DUGC,ME,1,2016-17,1
4134,ME398A,CONVENER DUGC,ME,7,2016-17,2
2919,ME398A,MALAY KUMAR  DAS,ME,1,2017-18,2
1076,ME398A,ASHISH DUTTA,ME,2,2018-19,2
3547,ME399A,B BHATTACHARYA,ME,102,2016-17,1
2282,ME399A,SAMEER KHANDEKAR,ME,106,2017-18,1
1680,ME399A,SAMEER  KHANDEKAR,ME,111,2018-19,1
3548,ME401A,"S Y SHINDE 
S SARKAR",ME,102,2016-17,1
2920,ME401A,SUBRATA  SARKAR,ME,38,2017-18,2
2284,ME401A,SUBRATA SARKAR,ME,104,2017-18,1
2283,ME401A,SACHIN SHINDE,ME,104,2017-18,1
1681,ME401A,SUBRATA  SARKAR,ME,112,2018-19,1
3549,ME451,K K KAR,ME,1,2016-17,1
3550,ME451A,K K KAR,ME,77,2016-17,1
2921,ME451A,JANAKARAJAN  RAMKUMAR,ME,1,2017-18,2
2285,ME451A,J RAM KUMAR,ME,84,2017-18,1
1682,ME451A,S K  CHOUDHURY,ME,84,2018-19,1
4135,ME452A,KAMAL K KAR,ME,77,2016-17,2
2922,ME452A,JANAKARAJAN  RAMKUMAR,ME,82,2017-18,2
1077,ME452A,S K CHOUDHURY,ME,84,2018-19,2
4136,ME461A,J RAM KUMAR,ME,98,2016-17,2
2923,ME461A,SHANTANU  BHATTACHARYA,ME,114,2017-18,2
1078,ME461A,NIRAJ SINHA,ME,102,2018-19,2
3551,ME471N,CONVENER DUGC,ME,2,2016-17,1
2924,ME498A,MALAY KUMAR  DAS,ME,2,2017-18,2
1683,ME498A,MALAY KUMAR  DAS,ME,3,2018-19,1
1079,ME498A,ASHISH DUTTA,ME,1,2018-19,2
4137,ME601A,B DASGUPTA,ME,62,2016-17,2
2286,ME601A,B DASGUPTA,ME,35,2017-18,1
4138,ME617A,SUBRATA SARKAR,ME,16,2016-17,2
4139,ME621A,P M DIXIT,ME,21,2016-17,2
3552,ME621A,B L SHARMA,ME,59,2016-17,1
2287,ME621A,P M DIXIT,ME,36,2017-18,1
1684,ME621A,CHANDRAPRAKASH  CHINDAM,ME,37,2018-19,1
4140,ME622A,B L SHARMA,ME,9,2016-17,2
2925,ME622A,ANURAG  GUPTA,ME,10,2017-18,2
3553,ME623,P M DIXIT,ME,1,2016-17,1
3554,ME623A,P M DIXIT,ME,83,2016-17,1
2926,ME623A,SUMIT  BASU,ME,80,2017-18,2
2288,ME623A,S S GUPTA (OE),ME,13,2017-18,1
1685,ME623A,NACHIKETA  TIWARI,ME,49,2018-19,1
1080,ME623A,PANKAJ WAHI,ME,25,2018-19,2
4141,ME625A,A CHATTERJEE,ME,13,2016-17,2
3555,ME625A,I SHARMA,ME,65,2016-17,1
2289,ME625A,BISHAKH BHATTACHARYA,ME,37,2017-18,1
1686,ME625A,PANKAJ  WAHI,ME,36,2018-19,1
4142,ME626,"ISHAN SHARMA 
ANURAJ GUPTA",ME,2,2016-17,2
4143,ME626A,"ISHAN SHARMA 
ANURAJ GUPTA",ME,14,2016-17,2
1687,ME626A,SHAKTI SINGH  GUPTA,ME,8,2018-19,1
4144,ME627A,ANINDYA CHATERJEE,ME,26,2016-17,2
2927,ME627A,ANINDYA  CHATTERJEE,ME,14,2017-18,2
1081,ME627A,ANINDYA CHATTERJEE,ME,15,2018-19,2
4145,ME630,M K DAS,ME,1,2016-17,2
4146,ME630A,M K DAS,ME,69,2016-17,2
3556,ME630A,A K SAHA,ME,24,2016-17,1
2928,ME630A,K  MURALIDHAR,ME,32,2017-18,2
2290,ME630A,P S GHOSHDASTIDAR (OE),ME,35,2017-18,1
1688,ME630A,P S    GHOSHDASTIDAR,ME,37,2018-19,1
1082,ME630A,ARUN KUMAR SAHA,ME,59,2018-19,2
4147,ME631A,SACHIN SHINDE,ME,31,2016-17,2
3557,ME631A,S SARKAR,ME,52,2016-17,1
2291,ME631A,ANIRBAN  GUHA,ME,43,2017-18,1
1689,ME631A,ANIRBAN  GUHA,ME,56,2018-19,1
4148,ME632A,ANIRBAN GUHA,ME,6,2016-17,2
2929,ME632A,ISHAN  SHARMA,ME,10,2017-18,2
2292,ME634A,SUBRATA SARKAR,ME,6,2017-18,1
4149,ME639A,SAMEER KHANDEKAR,ME,23,2016-17,2
3558,ME641A,K MURALIDHAR,ME,47,2016-17,1
2293,ME641A,JISHNU BHATTACHARYA,ME,57,2017-18,1
1690,ME641A,JISHNU  BHATTACHARYA,ME,79,2018-19,1
4150,ME642A,P S GHOSHDASTIDAR,ME,44,2016-17,2
2930,ME642A,P S    GHOSHDASTIDAR,ME,58,2017-18,2
1083,ME642A,PRADIPTA K PANIGRAHI,ME,63,2018-19,2
4151,ME643,S DE,ME,1,2016-17,2
4152,ME643A,SANTANU DE,ME,64,2016-17,2
1084,ME643A,SANTANU DE,ME,59,2018-19,2
4153,ME645A,J BHATTACHARYA,ME,68,2016-17,2
2931,ME645A,JISHNU  BHATTACHARYA,ME,48,2017-18,2
3559,ME647A,S DE,ME,15,2016-17,1
2294,ME647A,A K SAHA,ME,20,2017-18,1
1691,ME647A,SACHIN Y  SHINDE,ME,12,2018-19,1
1085,ME647A,SUBRATA SARKAR,ME,6,2018-19,2
4154,ME648A,P K PANIGRAHI,ME,31,2016-17,2
1692,ME648A,MALAY KUMAR  DAS,ME,18,2018-19,1
1086,ME648A,P S  GHOSHDASTIDAR,ME,20,2018-19,2
4155,ME649A,K MURLIDHAR,ME,10,2016-17,2
2932,ME649A,SACHIN Y  SHINDE,ME,7,2017-18,2
1087,ME649A,K MURALIDHAR,ME,31,2018-19,2
2295,ME660A,N  S VYAS (OE),ME,5,2017-18,1
1693,ME660A,N S  VYAS,ME,13,2018-19,1
3560,ME661A,S K CHOUDHURY,ME,16,2016-17,1
2296,ME661A,S K CHOUDHURY,ME,9,2017-18,1
1694,ME661A,S K  CHOUDHURY,ME,9,2018-19,1
3561,ME662A,S BHATTACHARYA,ME,16,2016-17,1
2297,ME662A,SHANTANU BHATTACHARYA,ME,6,2017-18,1
1695,ME662A,SHANTANU  BHATTACHARYA,ME,6,2018-19,1
4156,ME663,P M DIXIT,ME,1,2016-17,2
4157,ME663A,P M DIXIT,ME,22,2016-17,2
2933,ME663A,P M    DIXIT,ME,12,2017-18,2
4158,ME664,ARVIND KUMAR,ME,1,2016-17,2
4159,ME664A,ARVIND KUMAR,ME,19,2016-17,2
2934,ME664A,ARVIND  KUMAR,ME,18,2017-18,2
1088,ME664A,ARVIND KUMAR,ME,27,2018-19,2
2298,ME668A,MOHIT LAW,ME,8,2017-18,1
1089,ME668A,MOHIT SUBHASH LAW,ME,25,2018-19,2
2299,ME670A,NIRAJ SINHA (OE),ME,8,2017-18,1
1697,ME670A,ARVIND  KUMAR,ME,14,2018-19,1
1696,ME670A,NIRAJ  SINHA,ME,14,2018-19,1
2935,ME673A,MALAY KUMAR  DAS,ME,17,2017-18,2
4160,ME675A,NACHIKETA TIWARI,ME,52,2016-17,2
4161,ME676A,SUMIT BASU,ME,10,2016-17,2
1698,ME676A,SUMIT  BASU,ME,6,2018-19,1
4162,ME681A,ANURAG GUPTA,ME,50,2016-17,2
3562,ME681A,A GUHA,ME,140,2016-17,1
2300,ME681A,BHASKAR DASGUPTA,ME,68,2017-18,1
1699,ME681A,BASANT LAL  SHARMA,ME,112,2018-19,1
3563,ME685A,S BASU,ME,51,2016-17,1
2301,ME685A,M K DAS (OE),ME,65,2017-18,1
1700,ME685A,K  MURALIDHAR,ME,49,2018-19,1
3564,ME689A,P K PANIGRAHI,ME,10,2016-17,1
2302,ME689A,P K PANIGRAHI (OE),ME,15,2017-18,1
1701,ME689A,PRADIPTA K  PANIGRAHI,ME,14,2018-19,1
3565,ME690A,A K AGARWAL,ME,17,2016-17,1
2303,ME690A,A K AGARWAL (OE),ME,24,2017-18,1
1090,ME698A,JISHNU BHATTACHARYA,ME,8,2018-19,2
1091,ME698B,JANAKARAJAN RAMKUMAR,ME,27,2018-19,2
1092,ME698C,SACHIN Y SHINDE,ME,7,2018-19,2
1093,ME698D,PRANAV RAMKRISHNA JOSHI,ME,18,2018-19,2
2936,ME698E,CHANDRAPRAKASH CHINDAM,ME,8,2017-18,2
2937,ME698F,ANIRBAN  GUHA,ME,18,2017-18,2
2304,ME698K,ANURAG GUPTA,ME,1,2017-18,1
2938,ME698L,ANURAG  GUPTA,ME,6,2017-18,2
3566,ME698P,N S VYAS,ME,7,2016-17,1
2305,ME698Q,ANURAG GUPTA,ME,6,2017-18,1
3567,ME698R,SHIKHA PRASHAD,ME,15,2016-17,1
3568,ME698S,MOHIT S LAW,ME,9,2016-17,1
4163,ME699,CONVENER DPGC,ME,73,2016-17,2
3569,ME699,CONVENER DPGC,ME,78,2016-17,1
2940,ME699,MALAY KUMAR  DAS,ME,70,2017-18,2
2939,ME699,BHASKAR  DASGUPTA,ME,70,2017-18,2
2306,ME699,CONVENER DPGC,ME,67,2017-18,1
1703,ME699,MALAY KUMAR  DAS,ME,80,2018-19,1
1702,ME699,BHASKAR  DASGUPTA,ME,80,2018-19,1
1095,ME699,ASHISH DUTTA,ME,86,2018-19,2
1094,ME699,SAMEER KHANDEKAR,ME,86,2018-19,2
4164,ME701A,NEERAJ SINHA,ME,10,2016-17,2
2941,ME701A,NIRAJ  SINHA,ME,20,2017-18,2
3570,ME721,ANURAG GUPTA,ME,2,2016-17,1
3571,ME721A,ANURAG GUPTA,ME,4,2016-17,1
2942,ME723A,BASANT LAL  SHARMA,ME,5,2017-18,2
3572,ME727A,N TIWARI,ME,12,2016-17,1
2307,ME727A,P VENKITANARAYAN,ME,10,2017-18,1
4165,ME728A,P VENKITANARAYANAN,ME,42,2016-17,2
1096,ME728A,P VENKITANARAYANAN,ME,27,2018-19,2
4166,ME730A,MOHIT LAW,ME,25,2016-17,2
2943,ME730A,MOHIT SUBHASH  LAW,ME,61,2017-18,2
2944,ME741A,AVINASH  KUMAR AGARWAL,ME,12,2017-18,2
3573,ME742,P S GHOSHDASTIDAR,ME,1,2016-17,1
3574,ME742A,P S GHOSHDASTIDAR,ME,22,2016-17,1
1097,ME742A,SAMEER KHANDEKAR,ME,30,2018-19,2
2945,ME745A,SANTANU  DE,ME,10,2017-18,2
